Candidate ID,Standard Make,Standard Model,Candidate Value,Candidate Model Years,Proposed Canonical Value,Proposed Classification,Confirmed Model Years,US Market Confirmed,Primary Source Organization,Primary Source Document,Primary Source URL,Secondary Source Organization,Secondary Source Document,Secondary Source URL,Source Access Date,Official Naming Evidence,Research Outcome,Version 4 Action,Notes
HP-161,Kia,Forte,KOUP,2011-2017,Koup,Trim,2011-2017,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-162,Kia,Niro EV,ELECTRIC,2019-2026,Electric,Engine Variant,2019-2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Powertrain designation; belongs to the configuration catalog.,Approved as Engine Variant,Added to the vehicle configuration catalog.,Powertrain designation; belongs to the configuration catalog.
HP-163,Land Rover,Range Rover,CLASSIC,1992-1993; 1995,Classic,Trim,1992-1993; 1995,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-164,Land Rover,Range Rover,COUNTY,1993-1995,County,Trim,1993-1995,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-165,Land Rover,Range Rover,LWB,1993-1995; 2014-2026,LWB,Body Style,1993-1995; 2014-2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Body/wheelbase designation; configuration value.,Approved as Body Style,Added to the vehicle configuration catalog.,Body/wheelbase designation; configuration value.
HP-166,Mazda,B-Series,B2000,1980; 1984; 1986-1987,B2000,Trim,1980; 1984; 1986-1987,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-167,Mazda,B-Series,B-2200,1984; 1987-1993,B-2200,Trim,1984; 1987-1993,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-168,Mazda,B-Series,B2600,1987-1989,B2600,Trim,1987-1989,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-169,Mercedes-Benz,A-Class,A35,2020-2022,A35,Trim,2020-2022,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-170,Mercedes-Benz,A-Class,AMG,2020-2022,AMG,Series,2020-2022,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.,Approved as Series,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.
HP-171,Mercedes-Benz,C-Class,AMG,1995-1997; 1999-2000; 2002-2006; 2008-2026,AMG,Series,1995-1997; 1999-2000; 2002-2006; 2008-2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.,Approved as Series,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.
HP-172,Mercedes-Benz,C-Class,C220,1994-1996; 1998,C220,Trim,1994-1996; 1998,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-173,Mercedes-Benz,C-Class,C230,1997-2007,C230,Trim,1997-2007,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-174,Mercedes-Benz,C-Class,C240,2001-2005,C240,Trim,2001-2005,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-175,Mercedes-Benz,C-Class,C280,1994-2000; 2006-2007,C280,Trim,1994-2000; 2006-2007,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-176,Mercedes-Benz,C-Class,C320,2001-2005,C320,Trim,2001-2005,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-177,Mercedes-Benz,C-Class,C36,1995-1997,C36,Trim,1995-1997,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-178,Mercedes-Benz,C-Class,C43,1998-2000; 2017-2026,C43,Trim,1998-2000; 2017-2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-179,Mercedes-Benz,CL-Class,AMG,2001-2006; 2008-2014,AMG,Series,2001-2006; 2008-2014,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.,Approved as Series,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.
HP-180,Mercedes-Benz,CL-Class,CL500,1998-2006,Cl500,Trim,1998-2006,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-181,Mercedes-Benz,CL-Class,CL55,2001-2006,Cl55,Trim,2001-2006,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-182,Mercedes-Benz,CL-Class,CL600,1998-1999; 2001-2014,Cl600,Trim,1998-1999; 2001-2014,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-183,Mercedes-Benz,CLA-Class,AMG,2014-2026,AMG,Series,2014-2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.,Approved as Series,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.
HP-184,Mercedes-Benz,CLA-Class,CLA250,2012-2027,Cla250,Trim,2012-2027,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-185,Mercedes-Benz,CLA-Class,CLA35,2020-2026,Cla35,Trim,2020-2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-186,Mercedes-Benz,CLA-Class,CLA45,2014-2026,Cla45,Trim,2014-2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-187,Mercedes-Benz,CLE-Class,AMG,2024-2026,AMG,Series,2024-2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.,Approved as Series,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.
HP-188,Mercedes-Benz,CLE-Class,CLE53,2024-2026,Cle53,Trim,2024-2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-189,Mercedes-Benz,CLK-Class,AMG,2001-2008,AMG,Series,2001-2008,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.,Approved as Series,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.
HP-190,Mercedes-Benz,CLK-Class,CLK320,1998-2005,Clk320,Trim,1998-2005,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-191,Mercedes-Benz,CLK-Class,CLK350,2006-2010,Clk350,Trim,2006-2010,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-192,Mercedes-Benz,CLK-Class,CLK430,1999-2003,Clk430,Trim,1999-2003,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-193,Mercedes-Benz,CLK-Class,CLK500,2003-2006,Clk500,Trim,2003-2006,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-194,Mercedes-Benz,CLK-Class,CLK63,2007-2008,Clk63,Trim,2007-2008,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-195,Mercedes-Benz,CLS-Class,AMG,2006-2021,AMG,Series,2006-2021,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.,Approved as Series,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.
HP-196,Mercedes-Benz,CLS-Class,CLS500,2004; 2006,Cls500,Trim,2004; 2006,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-197,Mercedes-Benz,CLS-Class,CLS53,2019-2021,Cls53,Trim,2019-2021,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-198,Mercedes-Benz,E-Class,AMG,1999-2023; 2025-2026,AMG,Series,1999-2023; 2025-2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.,Approved as Series,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.
HP-199,Mercedes-Benz,E-Class,E300,1995-1999; 2001; 2017-2019,E300,Trim,1995-1999; 2001; 2017-2019,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-200,Mercedes-Benz,E-Class,E320,1994-2009,E320,Trim,1994-2009,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-201,Mercedes-Benz,E-Class,E420,1994-1995; 1997,E420,Trim,1994-1995; 1997,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-202,Mercedes-Benz,E-Class,E430,1998-2002,E430,Trim,1998-2002,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-203,Mercedes-Benz,E-Class,E53,2019-2023; 2025-2026,E53,Trim,2019-2023; 2025-2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-204,Mercedes-Benz,E-Class,E55,1999-2006,E55,Trim,1999-2006,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-205,Mercedes-Benz,E-Class,STATION,2015; 2017-2018; 2020; 2022-2023; 2026,Station,Trim,2015; 2017-2018; 2020; 2022-2023; 2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-206,Mercedes-Benz,EQE,SUV,2024-2026,,,,N/A,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Generic body descriptor from recall strings; not a marketed value.,Source Artifact,Rejected; recorded in review file.,Generic body descriptor from recall strings; not a marketed value.
HP-207,Mercedes-Benz,EQS,SUV,2023-2026,,,,N/A,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Generic body descriptor from recall strings; not a marketed value.,Source Artifact,Rejected; recorded in review file.,Generic body descriptor from recall strings; not a marketed value.
HP-208,Mercedes-Benz,G-Class,AMG,2003-2011; 2013-2026,AMG,Series,2003-2011; 2013-2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.,Approved as Series,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.
HP-209,Mercedes-Benz,G-Class,G500,2002-2008,G500,Trim,2002-2008,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-210,Mercedes-Benz,G-Class,G55,2003-2011,G55,Trim,2003-2011,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-211,Mercedes-Benz,G-Class,G63,2013-2026,G63,Trim,2013-2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-212,Mercedes-Benz,GL-Class,GL320,2006-2008,Gl320,Trim,2006-2008,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-213,Mercedes-Benz,GL-Class,GL450,2007-2017,Gl450,Trim,2007-2017,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-214,Mercedes-Benz,GLA-Class,AMG,2014-2019; 2021-2026,AMG,Series,2014-2019; 2021-2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.,Approved as Series,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.
HP-215,Mercedes-Benz,GLA-Class,GLA45,2014-2019; 2021-2023,Gla45,Trim,2014-2019; 2021-2023,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-216,Mercedes-Benz,GLB-Class,AMG,2021-2026,AMG,Series,2021-2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.,Approved as Series,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.
HP-217,Mercedes-Benz,GLB-Class,GLB35,2021-2026,Glb35,Trim,2021-2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-218,Mercedes-Benz,GLC-Class,AMG,2017-2026,AMG,Series,2017-2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.,Approved as Series,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.
